id,category,service,business_name,contact_name,phone,address,website,notes,keywords,created_at,updated_at,updated_by,computed_keywords
120,Landscaping / Trees / Lawn Services,Weed & Feed,Alamo Turf Works,,(210) 371-2125,"2303 Abadeer Trl San Antonio, Tx 78253",https://alamoturfworks.com/,Beautiful Results,,2025-10-04 12:52:59,2025-10-12T10:24:01,Randy,landscaping trees lawn services weed feed alamo turf works
6,Auto Services,Mobile Wash,Albert,Albert,(210) 392-1085,,,Amazing Job,,2025-10-04 12:52:59,2025-10-12T10:23:47,Randy,auto services mobile wash albert
18,Home Repair & Trades,Electrician,All Star Electric,,(210) 391-0274,"5911 Rittiman Plaza Bldg 1, Sa",https://www.allstarelectric-sa.com/,Military Discount,,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,home repair trades electrician all star electric
102,Landscaping / Trees / Lawn Services,Artificial Turf,Always Green Synthetic Lawns,,(210) 413-1034,"22211 W I-10, Suite 1206, San Antonio, Tx 78257",https://www.alwaysgreen-texas.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,landscaping trees lawn services artificial turf always green synthetic lawns grass astroturf fake
67,Home Repair & Trades,Flooring,Atlas Flooring,,(210) 444-2039,10242 West Loop 1604 N San Antonio Tx,https://www.atlasfloors.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home repair trades flooring atlas hardwood tile vinyl plank laminate carpet install refinish
26,Health Care & Specialists,Audiology,Audionova Audiology,Dr Rogers Johns,(210) 614-0100,"5282 Medical Drive ,Suite 150",https://hearlifeagain.alpacaaudiology.com/meet-the-team/roger-johns/,Excellent Diagnostician,,2025-10-04 12:52:59,2025-10-12T10:23:49,Randy,health care specialists audiology audionova hearing test aids tinnitus
150,Landscaping / Trees / Lawn Services,Tree Removal,Bare Nature Tree Surgeons Llc,,(210) 540-4669,,https://www.barenaturetree.com/,Free Estimates 24/7,,2025-10-04 12:52:59,2025-10-12T10:24:05,Randy,landscaping trees lawn services tree removal bare nature surgeons llc service stump grinding arborist cutting trimming
162,Landscaping / Trees / Lawn Services,Pest Control / Exterminator,Barefoot Mosquito,,(210) 979-7378,,https://barefootmosquito.com/pest-control-san-antonio-tx/,,weeds pest control mosquitoes,2025-10-12T16:28:50,2025-10-12T16:28:50,appuser,landscaping trees lawn services pest control exterminator barefoot mosquito
127,Pet Care,Mobile Grooming,Barkin Beautiful,Martina Martinez,(210) 606-1528,,https://www.barkinbeautiful.com/,,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care mobile grooming barkin beautiful
152,Landscaping / Trees / Lawn Services,Tree Removal,Bartlett Tree Experts,Luke Zinmeister,(201) 655-4670,"13115 Lookout Run, San Antonio, Tx 78233","https://www.bartlett.com/locations/San-Antonio-TX.cfm | 13115 Lookout Run, San Antonio, TX 78233",Emergency Svc Avail,,2025-10-04 12:52:59,2025-10-12T10:24:05,Randy,landscaping trees lawn services tree removal bartlett experts service stump grinding arborist cutting trimming
94,Home Repair & Trades,Window Coverings,Blinded By Delight,,(210) 336-5266,"140 Heimer Rd, Ste 685, San Antonio, Tx 78232",https://www.blindedbydelight.com,,,2025-10-04 12:52:59,2025-10-12T10:23:58,Randy,home repair trades window coverings blinded by delight blinds shutters shades plantation drapes
128,Pet Care,Pet Grooming,Blissful Pet Grooming,Cici,(210) 570-4891,,https://www.blissfulpetgrooming.com/,Also Plant Watering,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care grooming blissful
171,Professional / Technical Services,Computer Repair,Brian Totten,Brian Totten,(512) 767-5884,,,HCR Resident,,2025-10-12T17:36:15,2025-10-12T17:36:15,appuser,professional technical services computer repair brian totten
105,Landscaping / Trees / Lawn Services,Concrete Curbing / Landscape Edging,Brush County Curbs & Borders Llc,Wayne Palk,(903) 850-9896,"110 Cimarron Park, Helotes, Tx 78023",https://www.brushcountrycurbs.com/,Brushcountycurbs@Gmail.Com,,2025-10-04 12:52:59,2025-10-12T20:57:17,appuser,landscaping trees lawn services concrete curbing landscape edging brush county curbs borders llc
96,Home Repair & Trades,Window Coverings,Budget Blinds Of San Antonio,,(210) 490-2272,"4553 N Loop 1604 W Ste 1127, San Antonio, Tx 78249",https://budgetblinds.com/northeastsanantonio/,,,2025-10-04 12:52:59,2025-10-12T10:23:58,Randy,home repair trades window coverings budget blinds of san antonio shutters shades plantation drapes
111,Landscaping / Trees / Lawn Services,Landscape Hardscape,Burgess Services,,(210) 994-2239,"6923 W Loop 1604 N, San Antonio, Tx 78254",https://www.burgessservices210.com,Patio Pavers; Cleanup Good,,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services landscape hardscape burgess
78,Home Repair & Trades,Handyman,Byron Morales,Byron Morales,(210) 744-9933,,,"Many Jobs, Fair Price",,2025-10-04 12:52:59,2025-10-12T10:23:56,Randy,home repair trades handyman byron morales repairs odd jobs honey do maintenance
84,Home Repair & Trades,"Hvac, Air Conditioning, Heating",C&M Heating And Cooling,Cory Wade,(210) 556-4280,"San Antonio, Tx 78253",http://cmrepairstexas.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:57,Randy,home repair trades hvac air conditioning heating and cooling ac conditioner furnace heater duct thermostat
165,Beauty & Wellness,Nail Salon,Cali Nails,tina,(210) 688-9995,"5511 W Loop 1604 N Suite #103, San Antonio, TX 78253",https://cali-nails4san-antonio.edan.io/,,nails manicure pedicure,2025-10-12T16:36:24,2025-10-12T17:06:36,appuser,beauty wellness nail salon cali nails
3,Auto Services,Auto Repair,Caliber Collision,,(888) 461-0010,"11720 Culebra Rd. San Antonio, Tx 78253",https://www.caliber.com/find-a-location/cac-san-antonio-alamo-ranch,,,2025-10-04 12:52:59,2025-10-12T10:23:47,Randy,auto services repair caliber collision mechanic brakes oil change alignment diagnostics
122,Legal Services,Elder Law,Carol Bertsch,Carol Bertsch,(210) 372-8011,"8703 Broadway, San Antonio, Tx 78217",https://www.assistingseniors.com/,Elder Resources Expert,,2025-10-04 12:52:59,2025-10-12T10:24:01,Randy,legal services elder law carol bertsch
80,Home Repair & Trades,Handyman,Ceja Handyman,,(210) 364-7268,,https://cejahandyman.com,,,2025-10-04 12:52:59,2025-10-12T10:23:56,Randy,home repair trades handyman ceja repairs odd jobs honey do maintenance
107,Landscaping / Trees / Lawn Services,Fencing,Champion Fence,,(210) 490-1441,"15114 Jones Maltsberger Rd, San Antonio, Tx 78247",,,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,landscaping trees lawn services fencing champion fence install privacy gate repair
163,Beauty & Wellness,Nail Salon,Coco Nail Bar,Mary,(210) 476-5159,,https://coconailbartexas.com/,,nails pedicure manicure,2025-10-12T16:31:10,2025-10-12T19:44:55,appuser,beauty wellness nail salon coco bar
160,Personal Services,Dry Cleaning / Laundry,Comet Cleaners,,(210) 627-6010,"11026 Culebra Rd. Suite 113
San Antonio, TX 78253",https://cometsatx.com/locations/,,dry cleaning clothes wash dry fold,2025-10-12T16:19:09,2025-10-12T21:43:26,appuser,personal services dry cleaning laundry comet cleaners
2,Auto Services,Auto Repair,Cornerstone Automotive,,(210) 688-2000,"11030 Culebra Road San Antonio, Texas, 78254",https://www.cornerstoneautomotive.com/,,"Electronic Troubleshooting And Repair 
Electrical Repairs And Modifications 
Engine Diagnostics
Complete Engine Repairs 
Complete Brake Repairs Including Abs Systems
Air Conditioning Service & Repair 
Full-Line Suspension And Steering Service
Routine Factory Recommended Services 
Clutch System Repairs
Front End/ Four Wheel Alignment 
Driveline Services",2025-10-04 12:52:59,2025-10-12T10:23:46,Randy,auto services repair cornerstone automotive mechanic brakes oil change alignment diagnostics
35,Health Care & Specialists,Dental,Covert Dental,Dr. John Covert,(210) 543-8400,"7701 Tezel Rd, San Antonio, Tx 78250",https://covertdental.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dental covert dentist teeth cleaning fillings crown
86,Home Repair & Trades,Plumbing,D. Kay’S Plumbing Solutions,Eloy,(210) 573-5865,"5630 Timberhurst, San Antonio, Tx, United States, Texas",https://www.facebook.com/saplumbing01/,,,2025-10-04 12:52:59,2025-10-12T10:23:57,Randy,home repair trades plumbing kay solutions plumber leak water heater drain sewer pipe toilet faucet
157,Financial & Tax Services,Tax Help,Damien,Clutch,,,,,,2025-10-04 12:52:59,2025-10-13T10:09:56,appuser,financial tax services help damien
92,Home Repair & Trades,Sheetrock Repair,Danny Wilks,,(210) 823-4027,,,,,2025-10-04 12:52:59,2025-10-12T10:23:58,Randy,home repair trades sheetrock danny wilks
90,Home Repair & Trades,Roofing,Dav Roofing And Construction,Scott,(830) 481-5650,,https://davroofing.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:57,Randy,home repair trades roofing dav and construction roofer roof hail damage shingles leak
153,Landscaping / Trees / Lawn Services,Tree Removal,Davey Tree Expert Company,,(210) 698-0515,"24175 Boerne Stage Rd, San Antonio, Tx 78225",https://www.davey.com/residential-tree-services/local-offices/san-antonio-tree-service,Isa Arborists,,2025-10-04 12:52:59,2025-10-12T10:24:05,Randy,landscaping trees lawn services tree removal davey expert company service stump grinding arborist cutting trimming
25,Personal Services,Upholstery,David Huron,David Huron,(210) 885-7765,,https://budgetupholstery.com,Very Pleased,,2025-10-04 12:52:59,2025-10-12T10:23:49,Randy,personal services upholstery david huron
168,Health Care & Specialists,Endocrinology,DGD Clinic,Dr Firas Akhrass,(210) 614-8612,"5107 Medical Dr, San Antonio, TX 78229",https://www.dgdclinic.com/,,,2025-10-12T17:25:09,2025-10-12T20:25:06,appuser,health care specialists endocrinology dgd clinic
43,Health Care & Specialists,Endocrinology,Diabetic & Glandular Disease Clinic,Dr. Firas Akhrass,(210) 614-8612,"5107 Medical Dr, San Antonio, Tx 78229",https://www.dgdclinic.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists endocrinology diabetic glandular disease clinic
16,Home Cleaning / Domestic Services,Housekeeping,Dina Cordova,Dina Cordova,(210) 769-3231,,,Trustworthy,,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,home cleaning domestic services housekeeping dina cordova
37,Health Care & Specialists,Dermatology,Dr Michael Sorace,Dr Michael Sorace,,,https://www.mohsskinsurgery.com/,Excellent Mohs,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dermatology dr michael sorace skin doctor mohs acne biopsy
54,Health Care & Specialists,Orthopedics,Dr. Adam Harris (South Texas Surgical & Orthopedic Specialists),,(210) 614-5100,"225 E Sonterra Blvd Ste 220, San Antonio, Tx 78258",https://www.saorthospecialists.com/adam-i-harris-md,,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists orthopedics dr adam harris south texas surgical orthopedic joint knee shoulder hip sports medicine
57,Health Care & Specialists,Orthopedics,Dr. Brian Kaiser,,(210) 281-9595,"Ridgewood Orthopaedic Center 19138 Us-281 N San Antonio, Tx 78258",https://www.tsaog.com/physicians/bryan-w-kaiser/,,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists orthopedics dr brian kaiser orthopedic joint knee shoulder hip sports medicine
53,Health Care & Specialists,Orthopedics,Dr. Casey Taber (Tsaog),,(210) 804-5450,"19138 N Us Hwy 281 Ste 100, San Antonio, Tx 78258",https://www.tsaog.com/physicians/casey-d-taber/,,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists orthopedics dr casey taber tsaog orthopedic joint knee shoulder hip sports medicine
55,Health Care & Specialists,Orthopedics,Dr. Peter Holmes,,(210) 696-9000,"5510-B Presidio Parkway Ste 2209 San Antonio, Tx 78249",https://methodistphysicianpractices.com/physicians/profile/Dr-Peter-Holmes-MD,,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists orthopedics dr peter holmes orthopedic joint knee shoulder hip sports medicine
28,Health Care & Specialists,Chiropractic,Dr. Tripp Puhl Chiropractic,,(210) 828-2665,"147 W Sunset Rd Ste 101, San Antonio, Tx 78209",https://www.chiropracticcentersoftexas.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:50,Randy,health care specialists chiropractic dr tripp puhl back pain adjustment spine
170,Health Care & Specialists,Dermatology,Dynamic Dermatology,,(210) 951-5530,"13535 Hausman Pass, Suite 104,
San Antonio, Tx 78249",https://www.dynamicdermatology.com/,,mohs,2025-10-12T17:33:08,2025-10-12T20:25:39,appuser,health care specialists dermatology dynamic skin doctor mohs acne biopsy
23,Financial & Tax Services,Financial Advisor,Edward Jones,Jim Tanberg,,"On Culebra, San Antonio, Tx",,,,2025-10-04 12:52:59,2025-10-12T10:23:49,Randy,financial tax services advisor edward jones
151,Home Repair & Trades,Water Softener Service & Sales,Elite Water Systems,,(210) 556-5452,"17422 O'Connor Rd #200, San Antonio, Tx 78247",https://www.elitewatersystems.com/,Recommended,,2025-10-04 12:52:59,2025-10-12T21:20:37,appuser,home repair trades water softener service sales elite systems
136,Home Repair & Trades,Plumbing,Eloy Cisneros,Eloy Cisneros,(210) 573-5865,"5630 Timberhurst, San Antonio, Tx, United States, Texas",https://www.facebook.com/saplumbing01/,"Reliable, Reasonable",,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,home repair trades plumbing eloy cisneros plumber leak water heater drain sewer pipe toilet faucet
47,Health Care & Specialists,Optometry / Eye Exam,Eye Associates,Dr Anhtuan Nguyen,(210) 617-7396,"11345 Alamo Ranch Pkwy San Antonio, Tx 78253",https://www.eye-assoc.com/alamo-ranch,Good Experience,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists optometry eye exam associates doctor optometrist glasses contacts
8,Beauty & Wellness,Barber,Fineline Barbershop #1,Damien,(210) 474-0799,"11400 Culebra Rd #105, San Antonio, Tx 78253",https://www.finelinebarbershopsa.com/location1,,,2025-10-04 12:52:59,2025-10-12T10:23:47,Randy,beauty wellness barber fineline barbershop
115,Landscaping / Trees / Lawn Services,Softscape,Firm Foundation Landscaping,Tyler Lewis,(210) 459-7580,,https://firmfoundationlandscaping.com/,Lawn/Rock Install,,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services softscape firm foundation
135,Home Repair & Trades,Plumbing,Flushing With Pride Plumbing & Sewer Services,Elizabeth Fisher,(210) 865-6402,"Po Box 681163, San Antonio, Tx 78268",https://flushingwithpride.com/,Neighbors Pleased,,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,home repair trades plumbing flushing with pride sewer services plumber leak water heater drain pipe toilet faucet
72,Home Repair & Trades,Garage Doors,Garage Door Solutions,,(210) 662-9494,,https://sagaragedoorsolutions.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:55,Randy,home repair trades garage doors door solutions overhead opener springs panel
73,Home Repair & Trades,Garage Doors,Garage Guru,,(210) 542-2273,,https://sagarageguru.com,,,2025-10-04 12:52:59,2025-10-12T10:23:55,Randy,home repair trades garage doors guru overhead door opener springs panel
138,Professional / Technical Services,Computer Repair,Geek Squad Alamo Ranch,,(210) 520-5143,"5419 W Loop 1604 N San Antonio, Tx 78253",https://stores.bestbuy.com/tx/san-antonio/5419-w-loop-1604-n-1459/geeksquad.html?ref=NS&loc=ns100,,,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,professional technical services computer repair geek squad alamo ranch
113,Landscaping / Trees / Lawn Services,Lawn Care,Gilbert’S Lawn Care,Gilbert,(210) 707-1739,,,,,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services care gilbert mowing edging fertilizer weed control aeration
134,Pet Care,Veterinary Clinic / Animal Hospital,Great Northwest Animal Hospital,Dr. Michelle,(210) 681-4278,"8843 Grissom Rd Ste 101, San Antonio, Tx 78251",https://www.gnwah.com,,,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,pet care veterinary clinic animal hospital great northwest
154,Landscaping / Trees / Lawn Services,Tree Trim,H.O.W. Foundation,,(210) 333-2100,"7495 Trainer Hale Rd #2, Schertz, Tx 78154",https://howfoundationsa.org/,Charity Donation Credit,,2025-10-04 12:52:59,2025-10-12T10:24:05,Randy,landscaping trees lawn services tree trim foundation service pruning arborist branch removal
101,Insurance,Insurance Agent,Hd Insurance Agency,John,(210) 750-8900,"6827 Camp Bullis Rd #302 San Antonio, Tx 78256",https://hd-ins.com/,Independent Agent,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,insurance agent hd agency
59,Health Care & Specialists,Primary Care,Health Texas,Dr Bharath Pola,(210) 237-4983,"10307 State Highway 151 San Antonio, Tx 78251-4557",https://healthtexas.org/doctor/bharath-pola-d-o/,"Prompt, Courteous",,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists primary texas family doctor pcp checkup internal medicine
61,Home Cleaning / Domestic Services,Carpet Cleaning,Heaven’S Best Carpet Cleaning,Art / Mark,(210) 380-2969,,https://www.heavensbest.com/search/?q=78253,,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home cleaning domestic services carpet heaven best steam clean stain removal upholstery
158,Home Cleaning / Domestic Services,Housekeeping,Hilda Cordova,Hilda Cordova,(210) 633-7012,,,,cleaning,2025-10-12T16:10:44,2025-10-12T19:46:54,appuser,home cleaning domestic services housekeeping hilda cordova
132,Pet Care,Veterinary Clinic / Animal Hospital,Hill Country Animal Hospital,Dr. Macias; Dr. Krick,(210) 695-4455,"12410 Bandera Rd, Helotes, Tx 78023",https://www.hillcountryanimalhospital.com/,,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care veterinary clinic animal hospital hill country
100,Home Repair & Trades,Window Coverings,Home Depot (Plantation Shutters),,,,,,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,home repair trades window coverings depot plantation shutters blinds shades drapes
118,Landscaping / Trees / Lawn Services,Pest Control / Exterminator,Hometeam Pest Defense,,(210) 641-2551,"12677 Silicon Dr, San Antonio, Tx 78249",https://pestdefense.com,,,2025-10-04 12:52:59,2025-10-12T10:24:01,Randy,landscaping trees lawn services pest control exterminator hometeam defense
81,Home Repair & Trades,Handyman,James Handstedt,,(210) 722-9266,,,,,2025-10-04 12:52:59,2025-10-12T10:23:56,Randy,home repair trades handyman james handstedt repairs odd jobs honey do maintenance
24,Personal Services,Upholstery,Joseph Lopez,Joseph Lopez,(210) 680-6566,"610 Timber Bluff San Antonio, Tx 78253",https://www.manta.com/c/mmcbyhm/joseph-s-elite-upholstery,Excellent Workmanship,,2025-10-04 12:52:59,2025-10-12T10:23:49,Randy,personal services upholstery joseph lopez
114,Landscaping / Trees / Lawn Services,Lawn Care,Jose’S Lawn Service,Jose,(256) 422-0888,,,,,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services care jose service mowing edging fertilizer weed control aeration
108,Landscaping / Trees / Lawn Services,Irrigation,Just A Good Sprinkler Man,Art,(210) 248-4450,"10730 Potranco Rd #122, San Antonio, Tx 78251",https://justagoodsprinklerman.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,landscaping trees lawn services irrigation just good sprinkler man repair sprinklers backflow system
129,Pet Care,Pet Grooming,Just Four Paws,,(210) 695-9035,"12602 Fm 1560 N, Helotes, Tx",https://www.justfourpawshelotes.com/,Excellent Job,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care grooming just four paws
15,Financial & Tax Services,Cpa,"Kathleen Emmick Vines, Cpa",,(281) 435-1354,,,,,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,financial tax services cpa kathleen emmick vines
112,Landscaping / Trees / Lawn Services,Lawn Care,Landon Lindsey,Landon Lindsey,(210) 330-8365,,,"Reliable, Shows Up",,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services care landon lindsey mowing edging fertilizer weed control aeration
126,Pet Care,In‑Home Euthanasia,Lap Of Love,,(210) 640-7322,,https://www.lapoflove.com/find-a-vet/Texas/San-Antonio/about,,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care in home euthanasia lap of love
48,Health Care & Specialists,Optometry / Eye Exam,Lenscrafters Westwood Loop,,(210) 688-9262,"5535 W Loop 1604 N, San Antonio, Tx 78253",https://www.lenscrafters.com/lc-us/find-a-store,Thorough Exam,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists optometry eye exam lenscrafters westwood loop doctor optometrist glasses contacts
116,Landscaping / Trees / Lawn Services,Pest Control / Exterminator,Lone Star Pest Control,Dean Dotterman,(830) 800-3209,,,$65 Group Rate,,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services pest control exterminator lone star
98,Home Repair & Trades,Window Coverings,Louver Shop Of San Antonio,,(888) 428-1415,,https://www.louvershop.com/locations/louver-shop-of-san-antonio/,,,2025-10-04 12:52:59,2025-10-12T10:23:58,Randy,home repair trades window coverings louver shop of san antonio blinds shutters shades plantation drapes
161,Landscaping / Trees / Lawn Services,Lawn Care,Luna Landscape & Design,Jayson Luna,(210) 954-7024,,https://www.lunalandscape.co/,connect@lunalandscape.co,mulching planting mowing edging weeding,2025-10-12T16:23:57,2025-10-12T19:47:52,appuser,landscaping trees lawn services care luna landscape design mowing edging fertilizer weed control aeration
137,Professional / Technical Services,Computer Repair,Mac Tlc,,(210) 495-5000,"11614 West Ave., Ste.101",https://mactlc.com/,,,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,professional technical services computer repair mac tlc
85,Home Repair & Trades,Painting,Magna Painting,Tim,(210) 269-6803,,https://www.magnapainting.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:57,Randy,home repair trades painting magna
149,Home Cleaning / Domestic Services,Grout Cleaning & Sealing,Marblelife,Mike,(888) 218-4616,,https://marblelife-sanantonio.com/,"Impressed, Professional",,2025-10-04 12:52:59,2025-10-12T21:07:25,appuser,home cleaning domestic services grout sealing marblelife
13,Financial & Tax Services,Cpa,"Margaret Wallace, Cpa",Margaret Wallace,(210) 875-2365,"101 Sunflower Ln, Sa 78213",,Professional & Helpful,,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,financial tax services cpa margaret wallace
75,Home Repair & Trades,Handyman,Matthew Martinez,,(210) 860-8488,,,Doors,,2025-10-04 12:52:59,2025-10-12T10:23:55,Randy,home repair trades handyman matthew martinez repairs odd jobs honey do maintenance
