id,category,service,business_name,contact_name,phone,address,website,notes,keywords,created_at,updated_at,updated_by
94,Home Repair & Trades,Window Coverings,Blinded By Delight,,2103365266,"140 Heimer Rd, Ste 685, San Antonio, Tx 78232",https://www.blindedbydelight.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
128,Pet Care,Pet Grooming,Blissful Pet Grooming,Cici,2105704891,,https://www.blissfulpetgrooming.com/,Also plant watering,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
105,Landscaping & Outdoor Services,Curb Install,Brush County Curbs & Borders LLC,Wayne Palk,9038509896,"110 Cimarron Park, Helotes, Tx 78023",https://www.brushcountrycurbs.com/,brushcountycurbs@gmail.com,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
96,Home Repair & Trades,Window Coverings,Budget Blinds Of San Antonio,,2104902272,"4553 N Loop 1604 W Ste 1127, San Antonio, Tx 78249",https://budgetblinds.com/northeastsanantonio/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
111,Landscaping & Outdoor Services,"Landscape, Hardscape, Paver Install",Burgess Services,,2109942239,"6923 W Loop 1604 N, San Antonio, Tx 78254",https://www.burgessservices210.com,Patio pavers; cleanup good,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
78,Home Repair & Trades,Handyman,Byron Morales,Byron Morales,2107449933,,,"Many jobs, fair price",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
84,Home Repair & Trades,"Hvac, Air Conditioning, Heating",C&M Heating And Cooling,Cory Wade,2105564280,"San Antonio, Tx 78253",http://cmrepairstexas.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
3,Auto Services,Auto Repair,Caliber Collision,,8884610010,"11720 Culebra Rd. San Antonio, Tx 78253",https://www.caliber.com/find-a-location/cac-san-antonio-alamo-ranch,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
122,Legal Services,Elder Law,Carol Bertsch,Carol Bertsch,2103728011,"8703 Broadway, San Antonio, Tx 78217",https://www.assistingseniors.com/,Elder resources expert,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
80,Home Repair & Trades,Handyman,Ceja Handyman,,2103647268,,https://cejahandyman.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
107,Landscaping & Outdoor Services,Fencing,Champion Fence,,2104901441,"15114 Jones Maltsberger Rd, San Antonio, Tx 78247",,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
2,Auto Services,Auto Repair,Cornerstone Automotive,,2106882000,"11030 Culebra Road San Antonio, Texas, 78254",https://www.cornerstoneautomotive.com/,,"Electronic troubleshooting and repair 
Electrical repairs and modifications 
Engine diagnostics
Complete engine repairs 
Complete brake repairs including ABS systems
Air Conditioning service & repair 
Full-line suspension and steering service
Routine factory recommended services 
Clutch system repairs
Front end/ four wheel alignment 
Driveline services",2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
35,Health Care & Specialists,Dental,Covert Dental,Dr. John Covert,2105438400,"7701 Tezel Rd, San Antonio, Tx 78250",https://covertdental.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
86,Home Repair & Trades,Plumbing,D. Kay’S Plumbing Solutions,Eloy,2105735865,"5630 Timberhurst, San Antonio, Tx, United States, Texas",https://www.facebook.com/saplumbing01/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
157,CPA & Tax Services,,Damien,Clutch,,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
92,Home Repair & Trades,Sheetrock Repair,Danny Wilks,,2108234027,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
90,Home Repair & Trades,Roofing,Dav Roofing And Construction,Scott,8304815650,,https://davroofing.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
153,Tree Services,Tree Removal,Davey Tree Expert Company,,2106980515,"24175 Boerne Stage Rd, San Antonio, Tx 78225",https://www.davey.com/residential-tree-services/local-offices/san-antonio-tree-service,ISA arborists,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
25,Furniture,Upholstery,David Huron,David Huron,2108857765,,https://budgetupholstery.com,Very pleased,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
43,Health Care & Specialists,Endocrinology,Diabetic & Glandular Disease Clinic,Dr. Firas Akhrass,2106148612,"5107 Medical Dr, San Antonio, Tx 78229",https://www.dgdclinic.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
16,Domestic Services,Housekeeping,Dina Cordova,Dina Cordova,2107693231,,,Trustworthy,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
37,Health Care & Specialists,Dermatology,Dr Michael Sorace,Dr Michael Sorace,,,https://www.mohsskinsurgery.com/,Excellent MOHS,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
54,Health Care & Specialists,Orthopedics,Dr. Adam Harris (South Texas Surgical & Orthopedic Specialists),,2106145100,"225 E Sonterra Blvd Ste 220, San Antonio, Tx 78258",https://www.saorthospecialists.com/adam-i-harris-md,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
57,Health Care & Specialists,Orthopedics,Dr. Brian Kaiser,,2102819595,"Ridgewood Orthopaedic Center 19138 Us-281 N San Antonio, Tx 78258",https://www.tsaog.com/physicians/bryan-w-kaiser/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
53,Health Care & Specialists,Orthopedics,Dr. Casey Taber (Tsaog),,2108045450,"19138 N Us Hwy 281 Ste 100, San Antonio, Tx 78258",https://www.tsaog.com/physicians/casey-d-taber/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
55,Health Care & Specialists,Orthopedics,Dr. Peter Holmes,,2106969000,"5510-B Presidio Parkway Ste 2209 San Antonio, Tx 78249",https://methodistphysicianpractices.com/physicians/profile/Dr-Peter-Holmes-MD,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
28,Health Care & Specialists,Chiropractic,Dr. Tripp Puhl Chiropractic,,2108282665,"147 W Sunset Rd Ste 101, San Antonio, Tx 78209",https://www.chiropracticcentersoftexas.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
23,Financial Services,Financial Advisor,Edward Jones,Jim Tanberg,,"On Culebra, San Antonio, Tx",,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
151,Tree Services,"Softener Service, Sales",Elite Water Systems,,2105565452,"17422 O'Connor Rd #200, San Antonio, Tx 78247",https://www.elitewatersystems.com/,Recommended,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
136,Plumbing,Repair Service,Eloy Cisneros,Eloy Cisneros,2105735865,"5630 Timberhurst, San Antonio, Tx, United States, Texas",https://www.facebook.com/saplumbing01/,"Reliable, reasonable",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
47,Health Care & Specialists,Optometry / Eye Exam,Eye Associates,Dr Anhtuan Nguyen,2106177396,"11345 Alamo Ranch Pkwy San Antonio, Tx 78253",https://www.eye-assoc.com/alamo-ranch,Good experience,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
8,Beauty & Wellness,Barber,Fineline Barbershop #1,Damien,2104740799,"11400 Culebra Rd #105, San Antonio, Tx 78253",https://www.finelinebarbershopsa.com/location1,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
115,Landscaping & Outdoor Services,"Lawn Care, Landscape, Tree, Shrubs",Firm Foundation Landscaping,Tyler Lewis,2104597580,,https://firmfoundationlandscaping.com/,Lawn/rock install,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
135,Plumbing,Repair Service,Flushing With Pride Plumbing & Sewer Services,Elizabeth Fisher,2108656402,"PO Box 681163, San Antonio, Tx 78268",https://flushingwithpride.com/,Neighbors pleased,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
158,Auto Services,Agent,Frees Test Vendor,,1231231254,125 main st,,now is good time for all men,"agent, test",2025-10-04 12:52:59,2025-10-04 12:52:59,system
72,Home Repair & Trades,Garage Doors,Garage Door Solutions,,2106629494,,https://sagaragedoorsolutions.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
73,Home Repair & Trades,Garage Doors,Garage Guru,,2105422273,,https://sagarageguru.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
138,Professional Services,Computer Repair,Geek Squad Alamo Ranch,,2105205143,"5419 W Loop 1604 N San Antonio, Tx 78253",https://stores.bestbuy.com/tx/san-antonio/5419-w-loop-1604-n-1459/geeksquad.html?ref=NS&loc=ns100,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
113,Landscaping & Outdoor Services,Lawn Care,Gilbert’S Lawn Care,Gilbert,2107071739,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
134,Pet Care,Veterinary,Great Northwest Animal Hospital,Dr. Michelle,2106814278,"8843 Grissom Rd Ste 101, San Antonio, Tx 78251",https://www.gnwah.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
154,Tree Services,Tree Trim,H.O.W. Foundation,,2103332100,"7495 Trainer Hale Rd #2, Schertz, Tx 78154",https://howfoundationsa.org/,Charity donation credit,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
101,Insurance,Agent,Hd Insurance Agency,John,2107508900,"6827 Camp Bullis Rd #302 San Antonio, Tx 78256",https://hd-ins.com/,Independent agent,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
59,Health Care & Specialists,Primary Care,Health Texas,Dr Bharath Pola,2102374983,"10307 State Highway 151 San Antonio, Tx 78251-4557",https://healthtexas.org/doctor/bharath-pola-d-o/,"Prompt, courteous",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
61,Home Cleaning & Maintenance,Carpet Cleaning,Heaven’S Best Carpet Cleaning,Art / Mark,2103802969,,https://www.heavensbest.com/search/?q=78253,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
132,Pet Care,Veterinary,Hill Country Animal Hospital,Dr. Macias; Dr. Krick,2106954455,"12410 Bandera Rd, Helotes, Tx 78023",https://www.hillcountryanimalhospital.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
100,Home Repair & Trades,Window Coverings,Home Depot (Plantation Shutters),,,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
118,Landscaping & Outdoor Services,Pest Control,Hometeam Pest Defense,,2106412551,"12677 Silicon Dr, San Antonio, Tx 78249",https://pestdefense.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
81,Home Repair & Trades,Handyman,James Handstedt,,2107229266,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
24,Furniture,Upholstery,Joseph Lopez,Joseph Lopez,2106806566,"610 Timber Bluff San Antonio, Tx 78253",https://www.manta.com/c/mmcbyhm/joseph-s-elite-upholstery,Excellent workmanship,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
114,Landscaping & Outdoor Services,Lawn Care,Jose’S Lawn Service,Jose,2564220888,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
108,Landscaping & Outdoor Services,Irrigation,Just A Good Sprinkler Man,Art,2102484450,"10730 Potranco Rd #122, San Antonio, Tx 78251",https://justagoodsprinklerman.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
129,Pet Care,Pet Grooming,Just Four Paws,,2106959035,"12602 Fm 1560 N, Helotes, Tx",https://www.justfourpawshelotes.com/,Excellent job,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
15,CPA & Tax Services,CPA,"Kathleen Emmick Vines, CPA",,2814351354,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
110,Landscaping & Outdoor Services,Junk Removal,Landon Lindsey,Landon Lindsey,2103308365,,,"Also hedges, mulch",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
112,Landscaping & Outdoor Services,Lawn Care,Landon Lindsey,Landon Lindsey,2103308365,,,"Reliable, shows up",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
126,Pet Care,In‑home Euthanasia,Lap Of Love,,2106407322,,https://www.lapoflove.com/find-a-vet/Texas/San-Antonio/about,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
48,Health Care & Specialists,Optometry / Eye Exam,Lenscrafters Westwood Loop,,2106889262,"5535 W Loop 1604 N, San Antonio, Tx 78253",https://www.lenscrafters.com/lc-us/find-a-store,Thorough exam,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
116,Landscaping & Outdoor Services,Pest Control,Lone Star Pest Control,Dean Dotterman,8308003209,,,$65 group rate,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
98,Home Repair & Trades,Window Coverings,Louver Shop Of San Antonio,,8884281415,,https://www.louvershop.com/locations/louver-shop-of-san-antonio/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
137,Professional Services,Computer Repair,Mac Tlc,,2104955000,"11614 West Ave., Ste.101",https://mactlc.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
85,Home Repair & Trades,Painting,Magna Painting,Tim,2102696803,,https://www.magnapainting.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
149,Stone & Tile,Grout Clean,Marblelife,Mike,8882184616,,https://marblelife-sanantonio.com/,"Impressed, professional",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
13,CPA & Tax Services,CPA,"Margaret Wallace, CPA",Margaret Wallace,2108752365,"101 Sunflower Ln, Sa 78213",,Professional & helpful,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
75,Home Repair & Trades,Handyman,Matthew Martinez,,2108608488,,,Doors,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
1,Auto Services,Auto Repair,Md Automotive,,2106882366,"7454 Fm1560 N, San Antonio, Tx 78254",https://www.mdautomotiveonline.com/,"HCR discount, shuttle","""A/C"",""ac a/c hvac aircon cooling recharge freon leak compressor""
""A/C Repair"",""ac repair hvac air conditioning fix recharge freon condenser evaporator""
""Heating & Air Conditioning Service"",""hvac heating furnace ac service tune-up thermostat ducts air-conditioning""
""AUTO REPAIR"",""auto repair car mechanic general service maintenance fix""
""Truck Repair"",""truck repair pickup diesel light-duty heavy-duty suspension brakes""
""SUV Repair"",""suv repair crossover maintenance drivetrain awd 4wd""
""Van Repair"",""van repair minivan fleet maintenance transmission brakes""
""Imported Japanese Engine Repairs"",""japanese engines jdm honda toyota nissan subaru timing-belt head-gasket""
""Electric Vehicle Repair & Service"",""ev bev electric-vehicle battery-pack inverter high-voltage coolant charger""
""Hybrid Vehicle Repair & Service"",""hybrid repair hev phev battery-pack inverter ecvt hybrid-system""
""BRAKES"",""brakes pads rotors calipers fluid squeal vibration""
""Anti-Lock Brake Service & Diagnostics"",""abs anti-lock brake-module wheel-speed-sensor pump diagnostic""
""Brake Service and Repair"",""brake pads rotors caliper fluid lines master-cylinder""
""DIAGNOSTICS"",""diagnostics obd2 scan-tool dtc codes check-engine drivability""
""Check Engine Light Diagnostics"",""check-engine-light cel mil obd2 dtc p-codes scan""
""Computer Diagnostics (Check Engine Light, Air Bag Light, etc.)"",""computer diagnostics check-engine airbag srs abs scan-tool dtc""
""Electrical and/or Wiring Problems"",""electrical wiring short circuit fuse relay parasitic-draw""
""Diagnose and repair tire pressure monitoring systems"",""tpms tire-pressure sensor programming relearn warning-light""
""Warning Light Diagnostics"",""warning-light dash indicator cel abs srs tpms diagnostics""
""Overheating Diagnostics"",""overheating coolant radiator water-pump thermostat cooling-fan""
""DIESEL SERVICE"",""diesel service maintenance fuel-filter glow-plug""
""Diesel Service and Repair"",""diesel repair injection-pump turbo egr dpf regeneration""
""DRIVEABILITY"",""drivability hesitation stalling misfire rough-idle surge""
""Differential & Transfer Case (4WD) Service"",""differential transfer-case 4wd awd fluid leak bearing""
""Drive Train Repair"",""drivetrain axle driveshaft u-joint cv-joint bearing""
""Driveability Issues"",""drivability hesitation stumble misfire surge bogging""
""Fuel Pump Repair"",""fuel-pump replacement relay filter no-start""
""Fuel System Repair"",""fuel-system injectors rail filter flush""
""ELECTRICAL"",""electrical battery alternator starter wiring fuse relay""
""Battery Service"",""battery test replace terminals charging""
""Electrical and Computer Diagnosis"",""electrical diagnostics wiring computer module scan""
""Electrical and/or Wiring Problems"",""electrical wiring short circuit fuse relay parasitic-draw""
""Starting & Charging Diagnosis"",""starting charging starter alternator battery voltage-drop test""
""ELECTRONICS"",""electronics modules sensors ecu tcu bcm programming""
""Airbag and SRS Systems"",""airbag srs restraint module clockspring sensor light""
""Check Engine Light Diagnostics"",""check-engine-light cel mil obd2 dtc p-codes scan""
""EMISSIONS"",""emissions smog evap egr catalytic-converter o2-sensor""
""Emissions Repair"",""emissions repair evap egr catalytic-converter o2-sensor""
""Exhaust System Work"",""exhaust muffler resonator catalytic-converter pipe manifold leak""
""INTERIOR/EXTERIOR"",""lights wipers bulbs switches mirrors interior exterior trim""
""Wiper Blade Replacement"",""wiper blades windshield replace streaking""
""Tail light Replacement"",""tail-light bulb led socket wiring""
""Head Light Replacement"",""headlight bulb led hid aiming""
""MAINTENANCE"",""maintenance service schedule fluids tune-up inspection""
""Factory Recommended Services by Each Manufacturer"",""factory scheduled-maintenance oem 30k 60k 90k service""
""Oil Change"",""oil-change filter lube synthetic conventional""
""Preventative Maintenance"",""preventive-maintenance inspection fluids belts hoses""
""TESTS/INSPECTIONS"",""inspection test multipoint safety diagnostics""
""Brake Inspection"",""brake inspection pads rotors fluid measure""
""Comprehensive Maintenance Inspection"",""multi-point inspection full-vehicle checklist""
""Pre-Purchase Inspection"",""pre-purchase inspection ppi used-car buyer""
""TIRES / WHEELS"",""tires wheels rims alignment balance rotation tpms""
""Alignment"",""alignment toe camber caster steering""
""Computerized Wheel and Frame Alignments"",""wheel-alignment computerized frame-measurement toe camber caster""
""Diagnose and repair tire pressure monitoring systems"",""tpms tire-pressure sensor programming relearn warning-light""
""Mechanical and Suspension Repairs"",""suspension control-arms ball-joints tie-rods shocks struts""
""Wheel Alignments"",""wheel-alignment toe camber caster""
""Wheel Balancing"",""balance tire weights vibration road-force""
""Rotation and Check Tire Pressure"",""tire-rotation pressure-check tpms""
""Suspension (includes struts, shocks, axles, control arm replacement)"",""suspension struts shocks axles control-arms bushings ball-joints""
""Tire Repairs or Replacement"",""tire repair patch plug replace mount""
""Tire Sales"",""tire sales new-tires brands pricing""
""TRANSMISSION REPAIR"",""transmission repair gearbox trans-service rebuild""
""Clutch Replacement"",""clutch replacement disc pressure-plate release-bearing flywheel""
""Transmission Service"",""transmission service fluid filter flush pan-gasket""
""Automatic and Manual Transmissions"",""automatic manual transmission gearbox cvt 6-speed""
""UNDERHOOD"",""underhood engine-bay belts hoses fluids filters""
""Air Intake Cleaning & Filter Changing"",""air-intake cleaning throttle-body air-filter maf""
""Belt and Hoses Replacement"",""belts hoses serpentine coolant vacuum replace""
""Clutch Replacement"",""clutch replacement disc pressure-plate release-bearing flywheel""
""Cooling System Service (Water Pumps, Radiators, etc.)"",""cooling-system radiator water-pump thermostat flush leak""
""Diesel Service and Repair"",""diesel repair injection-pump turbo egr dpf""
""Engine Repair"",""engine repair head-gasket timing-chain valves compression""
""Fuel Injection Repair"",""fuel-injection injector cleaning rail o-rings""
""Power Steering"",""power-steering pump rack-pinion fluid leak""
""Replace and Service Transmission"",""transmission replace service fluid filter""
""Steering and Suspension Service"",""steering suspension tie-rods ball-joints struts shocks alignment""
""TDI Diesel repair"",""tdi diesel vw audi injection turbo egr dpf""
""Timing Belt and Water Pump Replacement"",""timing-belt water-pump tensioner idler replace""
""Transmission Service"",""transmission service fluid filter flush pan-gasket""
""Tune-Ups, Air Filters, Fuel Filters"",""tune-up spark-plugs coils air-filter fuel-filter""
""Alternator Testing and Replacement"",""alternator test charging replace voltage-regulator""
",2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
46,Health Care & Specialists,Ophthalmologist,Medical Center Ophthalmology Associates,Stephen J Fisher,2106972020,"9730 Westover Hills Blvd Ste. 110 San Antonio, Tx 78251",https://mcoaeyecare.com/eye-doctor/steven-j-fisher-m-d/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
76,Home Repair & Trades,Handyman,Mike B.,,2107407500,,,Doors,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
17,Electrical,Electrician,Mike Castillo,Mike Castillo,2104540397,,,Highly recommended,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
130,Pet Care,Veterinary,Mission Emergency Vet,,2107377373,"8202 N Loop 1604 W, San Antonio, Tx 78249",https://mission.vet,Emergency,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
119,Landscaping & Outdoor Services,Pest Control,Mister‑B Termite & Pest Control,,2106590609,"9218 Converse Business Ln Ste 6, Converse, Tx 78109",,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
22,Financial Services,Financial Advisor,Morgan Stanley,Lance Childress,2102774449,"7600 Broadway, Ste 100, San Antonio, Tx 78209",https://advisor.morganstanley.com/lance.childress,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
141,Professional Services,Music Lessons,Mrs. Harline (Piano),,,,https://lisaharline.wixsite.com/harline-music-studio/about,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
79,Home Repair & Trades,Handyman,Neveah'S General Maintenance,Daniel Neveah,2108733792,,,"Power wash, repairs",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
10,Bicycle & Bike,"Bicycle Sales, Mobile Repair Service",On The Go Bikes,Oscar Arango,2102811101,,https://www.onthegobikes.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
144,Real Estate,Property Tax,Ownwell,,,,https://www.ownwell.com/referral?owl=57FA5Z101,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
68,Home Repair & Trades,Flooring,"Palmer’S Flooring, LLC",Kyle; Joseph,2103255600,"12903 El Sendero St, San Antonio, Tx 78233",https://www.facebook.com/palmersflooring/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
124,Legal Services,Estate Legal Services,Paul Owens Law,Paul Owens,2106955110,"14237 Old Bandera Rd, Helotes, Tx 78023",https://paulowenslaw.com/,Renter contracts,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
123,Legal Services,Elder Law,Paul Premack,Paul Premack,2108261122,"2186 Jackson Keller Road #720, San Antonio, Tx 78213",https://www.premack.com/about-paul-premack,Estate resolution,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
19,Electrical,Electrician,Pawson Electric,Kevin Pawson,2107889520,"5903 Dannykaye Dr, San Antonio, Tx 78240",https://pawsonelectricsa.com,"Professional, honest",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
